graph_uid,tracking_timestamp_us,utc_timestamp_ns,tx_world_device,ty_world_device,tz_world_device,qx_world_device,qy_world_device,qz_world_device,qw_world_device,device_linear_velocity_x_device,device_linear_velocity_y_device,device_linear_velocity_z_device,angular_velocity_x_device,angular_velocity_y_device,angular_velocity_z_device,gravity_x_world,gravity_y_world,gravity_z_world,quality_score,geo_available,tx_ecef_device,ty_ecef_device,tz_ecef_device,qx_ecef_device,qy_ecef_device,qz_ecef_device,qw_ecef_device
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66148907,1782981822650984350,2.046850,0.331421,0.016254,0.612232341,0.431895632,-0.518834494,0.411641218,0.001043,-0.011862,0.010966,0.000000,0.000000,0.000000,0.000000,-0.000000,-9.810000,1.0,0,0.210578,1.761697,-0.973815,0.000878016,-0.000535330,-0.001543681,0.999998280
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66149907,1782981822651984350,2.046834,0.331413,0.016251,0.612243106,0.431890976,-0.518829465,0.411636429,0.001056,-0.011895,0.010977,0.000301,0.000333,0.000343,0.000000,-0.000000,-9.810000,1.0,0,0.210579,1.761684,-0.973803,0.000885633,-0.000526532,-0.001536584,0.999998289
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66150907,1782981822652984350,2.046818,0.331405,0.016248,0.612254573,0.431884526,-0.518823783,0.411633302,0.001032,-0.011932,0.010978,0.000591,0.000628,0.000860,0.000000,-0.000000,-9.810000,1.0,0,0.210580,1.761671,-0.973790,0.000893168,-0.000518429,-0.001526955,0.999998301
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66151907,1782981822653984350,2.046802,0.331396,0.016246,0.612266610,0.431876939,-0.518817418,0.411631382,0.001014,-0.011965,0.010978,0.000886,0.000790,0.001416,0.000000,-0.000000,-9.810000,1.0,0,0.210580,1.761658,-0.973777,0.000900491,-0.000510601,-0.001515477,0.999998316
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66152907,1782981822654984350,2.046785,0.331388,0.016244,0.612277677,0.431868151,-0.518812409,0.411630454,0.001027,-0.011986,0.010969,0.001156,0.000959,0.001823,0.000000,-0.000000,-9.810000,1.0,0,0.210579,1.761644,-0.973765,0.000908013,-0.000505031,-0.001503727,0.999998330
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66153907,1782981822655984350,2.046769,0.331380,0.016241,0.612288649,0.431860820,-0.518806914,0.411628751,0.001056,-0.011999,0.010945,0.001363,0.001329,0.002188,0.000000,-0.000000,-9.810000,1.0,0,0.210579,1.761631,-0.973752,0.000915008,-0.000498277,-0.001493112,0.999998343
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66154907,1782981822656984350,2.046753,0.331372,0.016239,0.612299632,0.431853490,-0.518801180,0.411627331,0.001103,-0.012005,0.010903,0.001534,0.001767,0.002396,0.000000,-0.000000,-9.810000,1.0,0,0.210579,1.761618,-0.973740,0.000921729,-0.000491492,-0.001482248,0.999998356
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66155907,1782981822657984350,2.046737,0.331364,0.016236,0.612310173,0.431848396,-0.518795221,0.411624506,0.001162,-0.012022,0.010858,0.001775,0.002275,0.002636,0.000000,-0.000000,-9.810000,1.0,0,0.210580,1.761605,-0.973728,0.000927875,-0.000483269,-0.001473578,0.999998367
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66156907,1782981822658984350,2.046721,0.331357,0.016233,0.612321435,0.431842404,-0.518788967,0.411621921,0.001209,-0.012105,0.010825,0.002087,0.002764,0.002950,0.000000,-0.000000,-9.810000,1.0,0,0.210581,1.761592,-0.973716,0.000934509,-0.000474965,-0.001463802,0.999998379
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66157907,1782981822659984350,2.046706,0.331349,0.016229,0.612332415,0.431837966,-0.518782706,0.411618135,0.001255,-0.012176,0.010792,0.002201,0.003111,0.003011,0.000000,-0.000000,-9.810000,1.0,0,0.210582,1.761578,-0.973704,0.000940956,-0.000465644,-0.001455718,0.999998389
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66158907,1782981822660984350,2.046690,0.331342,0.016226,0.612342668,0.431833239,-0.518776798,0.411615286,0.001269,-0.012229,0.010752,0.002230,0.003159,0.003035,0.000000,-0.000000,-9.810000,1.0,0,0.210583,1.761565,-0.973692,0.000946829,-0.000457439,-0.001447432,0.999998400
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66159907,1782981822661984350,2.046674,0.331334,0.016223,0.612351745,0.431829762,-0.518771623,0.411611954,0.001340,-0.012311,0.010744,0.002674,0.003633,0.002876,0.000000,-0.000000,-9.810000,1.0,0,0.210584,1.761552,-0.973680,0.000952183,-0.000449567,-0.001440972,0.999998407
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66160907,1782981822662984350,2.046658,0.331327,0.016219,0.612361902,0.431826062,-0.518766568,0.411607096,0.001407,-0.012419,0.010780,0.003662,0.004448,0.003104,0.000000,-0.000000,-9.810000,1.0,0,0.210586,1.761539,-0.973668,0.000959086,-0.000440644,-0.001434748,0.999998414
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66161907,1782981822663984350,2.046642,0.331319,0.016215,0.612373232,0.431821883,-0.518761586,0.411600903,0.001436,-0.012509,0.010773,0.004599,0.004666,0.003294,0.000000,-0.000000,-9.810000,1.0,0,0.210588,1.761525,-0.973656,0.000967570,-0.000430779,-0.001428445,0.999998419
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66162907,1782981822664984350,2.046626,0.331312,0.016211,0.612383958,0.431816878,-0.518758033,0.411594674,0.001311,-0.012542,0.010720,0.005127,0.003872,0.004051,0.000000,-0.000000,-9.810000,1.0,0,0.210589,1.761511,-0.973643,0.000976870,-0.000422429,-0.001422505,0.999998422
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66163907,1782981822665984350,2.046609,0.331304,0.016208,0.612394212,0.431809577,-0.518755045,0.411590843,0.001128,-0.012545,0.010653,0.005212,0.003211,0.005548,0.000000,-0.000000,-9.810000,1.0,0,0.210590,1.761498,-0.973631,0.000985939,-0.000416652,-0.001414355,0.999998427
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66164907,1782981822666984350,2.046593,0.331297,0.016205,0.612404646,0.431801315,-0.518751381,0.411588603,0.001073,-0.012603,0.010660,0.005697,0.003441,0.006623,0.000000,-0.000000,-9.810000,1.0,0,0.210590,1.761484,-0.973619,0.000994312,-0.000411449,-0.001404434,0.999998435
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66165907,1782981822667984350,2.046576,0.331289,0.016203,0.612416061,0.431792438,-0.518747658,0.411585624,0.001131,-0.012717,0.010754,0.006802,0.004483,0.007232,0.000000,-0.000000,-9.810000,1.0,0,0.210590,1.761470,-0.973607,0.001003836,-0.000405639,-0.001394072,0.999998442
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66166907,1782981822668984350,2.046559,0.331282,0.016200,0.612428955,0.431783714,-0.518743161,0.411581259,0.001277,-0.012768,0.010802,0.007538,0.006173,0.007725,0.000000,-0.000000,-9.810000,1.0,0,0.210591,1.761456,-0.973595,0.001014407,-0.000397928,-0.001383563,0.999998449
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66167907,1782981822669984350,2.046543,0.331274,0.016196,0.612442829,0.431775817,-0.518737406,0.411576151,0.001349,-0.012719,0.010722,0.007443,0.007135,0.008400,0.000000,-0.000000,-9.810000,1.0,0,0.210592,1.761442,-0.973583,0.001024866,-0.000388276,-0.001373003,0.999998457
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66168907,1782981822670984350,2.046526,0.331267,0.016193,0.612456282,0.431768081,-0.518731061,0.411572245,0.001248,-0.012599,0.010564,0.006832,0.006670,0.009769,0.000000,-0.000000,-9.810000,1.0,0,0.210593,1.761428,-0.973571,0.001034077,-0.000378933,-0.001361859,0.999998466
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66169907,1782981822671984350,2.046510,0.331260,0.016191,0.612469076,0.431759216,-0.518724509,0.411570764,0.001141,-0.012533,0.010477,0.006888,0.005501,0.010893,0.000000,-0.000000,-9.810000,1.0,0,0.210593,1.761415,-0.973559,0.001042024,-0.000371317,-0.001348966,0.999998478
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66170907,1782981822672984350,2.046494,0.331253,0.016188,0.612481029,0.431749441,-0.518719477,0.411569572,0.001107,-0.012547,0.010442,0.007346,0.004693,0.011622,0.000000,-0.000000,-9.810000,1.0,0,0.210594,1.761401,-0.973548,0.001050575,-0.000365568,-0.001336356,0.999998488
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66171907,1782981822673984350,2.046478,0.331246,0.016186,0.612492906,0.431739121,-0.518714278,0.411569277,0.001202,-0.012566,0.010392,0.007506,0.004385,0.011345,0.000000,-0.000000,-9.810000,1.0,0,0.210594,1.761388,-0.973536,0.001058755,-0.000360368,-0.001322913,0.999998500
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66172907,1782981822674984350,2.046462,0.331239,0.016183,0.612503299,0.431730160,-0.518710621,0.411567819,0.001406,-0.012655,0.010445,0.008565,0.004543,0.010118,0.000000,-0.000000,-9.810000,1.0,0,0.210594,1.761374,-0.973525,0.001066996,-0.000355817,-0.001312181,0.999998507
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66173907,1782981822675984350,2.046446,0.331232,0.016180,0.612514313,0.431721166,-0.518707497,0.411564800,0.001566,-0.012698,0.010462,0.009193,0.005590,0.009921,0.000000,-0.000000,-9.810000,1.0,0,0.210595,1.761361,-0.973513,0.001076698,-0.000350613,-0.001302187,0.999998511
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66174907,1782981822676984350,2.046430,0.331225,0.016177,0.612525200,0.431713446,-0.518703554,0.411561664,0.001754,-0.012699,0.010446,0.009470,0.007253,0.009943,0.000000,-0.000000,-9.810000,1.0,0,0.210596,1.761347,-0.973502,0.001085407,-0.000344395,-0.001292753,0.999998516
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66175907,1782981822677984350,2.046414,0.331218,0.016173,0.612537333,0.431706080,-0.518698965,0.411557116,0.001926,-0.012702,0.010443,0.009854,0.008688,0.009932,0.000000,-0.000000,-9.810000,1.0,0,0.210598,1.761334,-0.973491,0.001095034,-0.000336382,-0.001283462,0.999998520
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66176907,1782981822678984350,2.046398,0.331211,0.016169,0.612548933,0.431699739,-0.518694017,0.411552739,0.002065,-0.012732,0.010456,0.010279,0.009720,0.009939,0.000000,-0.000000,-9.810000,1.0,0,0.210600,1.761320,-0.973479,0.001103649,-0.000328074,-0.001274791,0.999998525
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66177907,1782981822679984350,2.046382,0.331205,0.016165,0.612561640,0.431693161,-0.518688962,0.411547096,0.001908,-0.012752,0.010406,0.010299,0.009315,0.011697,0.000000,-0.000000,-9.810000,1.0,0,0.210602,1.761307,-0.973468,0.001113574,-0.000318680,-0.001266109,0.999998528
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66178907,1782981822680984350,2.046366,0.331198,0.016161,0.612573232,0.431685126,-0.518683561,0.411545077,0.001517,-0.012652,0.010217,0.009142,0.008165,0.015026,0.000000,-0.000000,-9.810000,1.0,0,0.210603,1.761293,-0.973457,0.001121423,-0.000311817,-0.001254998,0.999998535
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66179907,1782981822681984350,2.046351,0.331192,0.016158,0.612585817,0.431675904,-0.518676911,0.411544399,0.001207,-0.012607,0.010134,0.008882,0.008282,0.018542,0.000000,-0.000000,-9.810000,1.0,0,0.210604,1.761280,-0.973446,0.001128935,-0.000304743,-0.001241520,0.999998546
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66180907,1782981822682984350,2.046335,0.331186,0.016156,0.612598934,0.431665226,-0.518669273,0.411545702,0.001096,-0.012774,0.010321,0.011020,0.009864,0.021398,0.000000,-0.000000,-9.810000,1.0,0,0.210604,1.761267,-0.973436,0.001135779,-0.000298244,-0.001225488,0.999998560
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66181907,1782981822683984350,2.046319,0.331179,0.016153,0.612615526,0.431653159,-0.518661147,0.411543900,0.001279,-0.013174,0.010792,0.016020,0.011990,0.021924,0.000000,-0.000000,-9.810000,1.0,0,0.210605,1.761253,-0.973424,0.001146469,-0.000288881,-0.001208511,0.999998571
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66182907,1782981822684984350,2.046302,0.331171,0.016150,0.612632597,0.431640105,-0.518654989,0.411539941,0.001507,-0.013436,0.011109,0.019459,0.012322,0.020309,0.000000,-0.000000,-9.810000,1.0,0,0.210606,1.761239,-0.973412,0.001160039,-0.000279952,-0.001192649,0.999998577
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66183907,1782981822685984350,2.046285,0.331164,0.016146,0.612649619,0.431627858,-0.518650097,0.411533611,0.001721,-0.013407,0.011081,0.019585,0.011733,0.018051,0.000000,-0.000000,-9.810000,1.0,0,0.210607,1.761225,-0.973400,0.001175170,-0.000270468,-0.001179054,0.999998578
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66184907,1782981822686984350,2.046269,0.331157,0.016143,0.612663890,0.431617036,-0.518646239,0.411528578,0.001778,-0.013193,0.010805,0.017401,0.011085,0.017404,0.000000,-0.000000,-9.810000,1.0,0,0.210608,1.761211,-0.973389,0.001188079,-0.000263013,-0.001167274,0.999998578
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66185907,1782981822687984350,2.046253,0.331151,0.016139,0.612678047,0.431607207,-0.518641124,0.411524256,0.001702,-0.013076,0.010615,0.015949,0.011174,0.018677,0.000000,-0.000000,-9.810000,1.0,0,0.210610,1.761197,-0.973377,0.001199450,-0.000254744,-0.001155266,0.999998581
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66186907,1782981822688984350,2.046237,0.331144,0.016135,0.612691431,0.431596896,-0.518635965,0.411521647,0.001663,-0.013150,0.010628,0.016558,0.010755,0.019236,0.000000,-0.000000,-9.810000,1.0,0,0.210611,1.761183,-0.973366,0.001209682,-0.000247786,-0.001142391,0.999998585
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66187907,1782981822689984350,2.046221,0.331137,0.016132,0.612705331,0.431586598,-0.518631454,0.411517437,0.001848,-0.013228,0.010667,0.017234,0.011452,0.018567,0.000000,-0.000000,-9.810000,1.0,0,0.210613,1.761170,-0.973355,0.001221382,-0.000240262,-0.001130397,0.999998586
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66188907,1782981822690984350,2.046205,0.331131,0.016128,0.612718390,0.431577257,-0.518626713,0.411513764,0.002011,-0.013133,0.010516,0.016011,0.012258,0.018184,0.000000,-0.000000,-9.810000,1.0,0,0.210615,1.761156,-0.973344,0.001231809,-0.000232868,-0.001118981,0.999998588
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66189907,1782981822691984350,2.046189,0.331125,0.016124,0.612731302,0.431568949,-0.518621418,0.411509925,0.002204,-0.013080,0.010435,0.015471,0.014927,0.019202,0.000000,-0.000000,-9.810000,1.0,0,0.210617,1.761142,-0.973333,0.001241505,-0.000224714,-0.001108117,0.999998590
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66190907,1782981822692984350,2.046173,0.331119,0.016119,0.612745727,0.431560954,-0.518614057,0.411506108,0.002428,-0.013092,0.010445,0.015931,0.018956,0.021160,0.000000,-0.000000,-9.810000,1.0,0,0.210619,1.761129,-0.973323,0.001250758,-0.000214391,-0.001095929,0.999998594
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66191907,1782981822693984350,2.046158,0.331113,0.016115,0.612761727,0.431553363,-0.518605412,0.411501139,0.002426,-0.013288,0.010620,0.018557,0.021071,0.023453,0.000000,-0.000000,-9.810000,1.0,0,0.210621,1.761116,-0.973312,0.001260605,-0.000201802,-0.001083374,0.999998598
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66192907,1782981822694984350,2.046142,0.331106,0.016110,0.612779106,0.431543425,-0.518597157,0.411496085,0.002179,-0.013554,0.010878,0.021917,0.020327,0.025497,0.000000,-0.000000,-9.810000,1.0,0,0.210624,1.761102,-0.973301,0.001272455,-0.000189669,-0.001068990,0.999998601
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66193907,1782981822695984350,2.046126,0.331100,0.016106,0.612796451,0.431532592,-0.518590095,0.411490516,0.001975,-0.013793,0.011123,0.024971,0.017741,0.025472,0.000000,-0.000000,-9.810000,1.0,0,0.210626,1.761088,-0.973290,0.001285584,-0.000178433,-0.001054832,0.999998601
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66194907,1782981822696984350,2.046109,0.331093,0.016102,0.612812969,0.431520092,-0.518585476,0.411484847,0.001840,-0.013914,0.011207,0.026421,0.015596,0.025172,0.000000,-0.000000,-9.810000,1.0,0,0.210627,1.761074,-0.973278,0.001300351,-0.000169768,-0.001041070,0.999998598
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66195907,1782981822697984350,2.046093,0.331087,0.016098,0.612828882,0.431508318,-0.518580822,0.411479362,0.001694,-0.013813,0.010990,0.024991,0.015066,0.026428,0.000000,-0.000000,-9.810000,1.0,0,0.210629,1.761060,-0.973267,0.001314365,-0.000161173,-0.001027904,0.999998595
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66196907,1782981822698984350,2.046076,0.331081,0.016095,0.612844324,0.431495938,-0.518575561,0.411475975,0.001446,-0.013723,0.010775,0.023907,0.016173,0.030174,0.000000,-0.000000,-9.810000,1.0,0,0.210631,1.761045,-0.973256,0.001326950,-0.000153606,-0.001013233,0.999998594
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66197907,1782981822699984350,2.046060,0.331075,0.016091,0.612861492,0.431483408,-0.518568289,0.411472708,0.001719,-0.013716,0.010689,0.024097,0.020686,0.031557,0.000000,-0.000000,-9.810000,1.0,0,0.210632,1.761032,-0.973245,0.001339383,-0.000144026,-0.000996834,0.999998596
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66198907,1782981822700984350,2.046044,0.331069,0.016087,0.612879270,0.431472518,-0.518560021,0.411468069,0.002357,-0.013766,0.010704,0.025012,0.025224,0.029338,0.000000,-0.000000,-9.810000,1.0,0,0.210634,1.761018,-0.973235,0.001351631,-0.000132253,-0.000981475,0.999998596
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66199907,1782981822701988350,2.046028,0.331063,0.016082,0.612897568,0.431463171,-0.518551423,0.411461450,0.003149,-0.011485,0.008041,0.000481,0.000569,0.000531,0.000000,-0.000000,-9.810000,1.0,0,0.213359,1.760584,-0.975495,0.000758733,-0.000845519,-0.001429540,0.999998333
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66200907,1782981822702988350,2.046013,0.331057,0.016077,0.612915431,0.431455818,-0.518541691,0.411454816,0.003169,-0.011521,0.008066,0.000869,0.001141,0.001004,0.000000,-0.000000,-9.810000,1.0,0,0.213362,1.760571,-0.975484,0.000769774,-0.000830480,-0.001416741,0.999998355
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66201907,1782981822703988350,2.045998,0.331051,0.016072,0.612932200,0.431448521,-0.518532738,0.411448772,0.003180,-0.011529,0.008076,0.001293,0.001582,0.001498,0.000000,-0.000000,-9.810000,1.0,0,0.213366,1.760557,-0.975474,0.000780308,-0.000816717,-0.001404465,0.999998376
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66202907,1782981822704988350,2.045983,0.331046,0.016067,0.612948891,0.431440650,-0.518524076,0.411443077,0.003135,-0.011534,0.008062,0.001754,0.001775,0.002145,0.000000,-0.000000,-9.810000,1.0,0,0.213368,1.760544,-0.975464,0.000791019,-0.000803559,-0.001391809,0.999998396
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66203907,1782981822705988350,2.045967,0.331040,0.016063,0.612964353,0.431430135,-0.518517273,0.411439641,0.003056,-0.011571,0.008063,0.002362,0.001725,0.002894,0.000000,-0.000000,-9.810000,1.0,0,0.213370,1.760531,-0.975454,0.000802005,-0.000794241,-0.001377659,0.999998414
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66204907,1782981822706988350,2.045951,0.331034,0.016059,0.612980181,0.431418146,-0.518511411,0.411436018,0.003042,-0.011613,0.008071,0.003102,0.002033,0.003440,0.000000,-0.000000,-9.810000,1.0,0,0.213372,1.760517,-0.975443,0.000814426,-0.000785840,-0.001362932,0.999998431
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66205907,1782981822707988350,2.045936,0.331029,0.016055,0.612996187,0.431406462,-0.518505934,0.411431325,0.003082,-0.011647,0.008077,0.003903,0.002720,0.003742,0.000000,-0.000000,-9.810000,1.0,0,0.213374,1.760503,-0.975433,0.000827585,-0.000776996,-0.001349027,0.999998446
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66206907,1782981822708988350,2.045920,0.331023,0.016050,0.613013412,0.431395631,-0.518500186,0.411424263,0.003126,-0.011696,0.008115,0.004533,0.003624,0.003851,0.000000,-0.000000,-9.810000,1.0,0,0.213376,1.760490,-0.975422,0.000842142,-0.000765980,-0.001336233,0.999998459
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66207907,1782981822709988350,2.045904,0.331017,0.016045,0.613029948,0.431386664,-0.518494084,0.411416715,0.003100,-0.011725,0.008106,0.004561,0.004136,0.004122,0.000000,-0.000000,-9.810000,1.0,0,0.213379,1.760476,-0.975412,0.000855596,-0.000754126,-0.001324986,0.999998472
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66208907,1782981822710988350,2.045889,0.331011,0.016041,0.613045731,0.431378163,-0.518487283,0.411410683,0.003088,-0.011754,0.008080,0.004528,0.004759,0.004689,0.000000,-0.000000,-9.810000,1.0,0,0.213382,1.760463,-0.975402,0.000867268,-0.000742694,-0.001313277,0.999998486
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66209907,1782981822711988350,2.045873,0.331006,0.016036,0.613061810,0.431370731,-0.518479288,0.411404591,0.003114,-0.011817,0.008093,0.004977,0.005677,0.005538,0.000000,-0.000000,-9.810000,1.0,0,0.213385,1.760449,-0.975392,0.000878030,-0.000729911,-0.001301634,0.999998501
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66210907,1782981822712988350,2.045858,0.331001,0.016031,0.613079365,0.431361874,-0.518470561,0.411398716,0.003100,-0.011927,0.008154,0.005916,0.006665,0.006877,0.000000,-0.000000,-9.810000,1.0,0,0.213388,1.760436,-0.975382,0.000889690,-0.000716594,-0.001288067,0.999998518
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66211907,1782981822713988350,2.045842,0.330995,0.016026,0.613098843,0.431352186,-0.518460724,0.411392243,0.003114,-0.012069,0.008255,0.006937,0.007536,0.007486,0.000000,-0.000000,-9.810000,1.0,0,0.213390,1.760422,-0.975372,0.000902459,-0.000701688,-0.001273012,0.999998536
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66212907,1782981822714988350,2.045826,0.330990,0.016021,0.613117799,0.431342611,-0.518452207,0.411384767,0.003181,-0.012206,0.008398,0.008213,0.008002,0.007126,0.000000,-0.000000,-9.810000,1.0,0,0.213393,1.760408,-0.975361,0.000916140,-0.000687383,-0.001259315,0.999998551
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66213907,1782981822715988350,2.045810,0.330984,0.016016,0.613136823,0.431333471,-0.518445034,0.411375035,0.003230,-0.012291,0.008511,0.009308,0.008318,0.006714,0.000000,-0.000000,-9.810000,1.0,0,0.213396,1.760394,-0.975351,0.000931588,-0.000672714,-0.001247576,0.999998562
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66214907,1782981822716988350,2.045794,0.330978,0.016010,0.613154631,0.431324498,-0.518439081,0.411365403,0.003283,-0.012283,0.008498,0.009364,0.008826,0.006522,0.000000,-0.000000,-9.810000,1.0,0,0.213400,1.760380,-0.975340,0.000946913,-0.000659398,-0.001236915,0.999998569
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66215907,1782981822717988350,2.045778,0.330973,0.016004,0.613172091,0.431317528,-0.518431978,0.411355639,0.003413,-0.012211,0.008379,0.008533,0.009882,0.006382,0.000000,-0.000000,-9.810000,1.0,0,0.213403,1.760366,-0.975330,0.000960644,-0.000644673,-0.001227228,0.999998578
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66216907,1782981822718988350,2.045763,0.330968,0.015999,0.613188100,0.431312262,-0.518424070,0.411347263,0.003490,-0.012148,0.008268,0.007846,0.010381,0.006239,0.000000,-0.000000,-9.810000,1.0,0,0.213407,1.760352,-0.975320,0.000971697,-0.000630099,-0.001218162,0.999998587
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66217907,1782981822719988350,2.045748,0.330963,0.015993,0.613203644,0.431307814,-0.518416220,0.411338647,0.003506,-0.012220,0.008308,0.008794,0.010589,0.006071,0.000000,-0.000000,-9.810000,1.0,0,0.213411,1.760339,-0.975310,0.000982307,-0.000615362,-0.001209947,0.999998596
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66218907,1782981822720988350,2.045732,0.330958,0.015987,0.613219034,0.431302187,-0.518410136,0.411329273,0.003492,-0.012395,0.008445,0.010773,0.011058,0.006505,0.000000,-0.000000,-9.810000,1.0,0,0.213415,1.760325,-0.975300,0.000994690,-0.000601947,-0.001202195,0.999998601
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66219907,1782981822721988350,2.045716,0.330952,0.015981,0.613236187,0.431295598,-0.518403804,0.411318589,0.003626,-0.012555,0.008571,0.012379,0.013196,0.007084,0.000000,-0.000000,-9.810000,1.0,0,0.213419,1.760311,-0.975290,0.001008995,-0.000587299,-0.001193667,0.999998606
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66220907,1782981822722988350,2.045700,0.330947,0.015974,0.613254771,0.431289861,-0.518396340,0.411306303,0.003734,-0.012584,0.008560,0.012479,0.015431,0.007967,0.000000,-0.000000,-9.810000,1.0,0,0.213424,1.760297,-0.975280,0.001023943,-0.000570175,-0.001185407,0.999998611
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66221907,1782981822723988350,2.045685,0.330942,0.015968,0.613273931,0.431284479,-0.518386649,0.411295594,0.003800,-0.012437,0.008364,0.011017,0.016796,0.008565,0.000000,-0.000000,-9.810000,1.0,0,0.213428,1.760284,-0.975270,0.001037018,-0.000551920,-0.001175383,0.999998619
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66222907,1782981822724988350,2.045670,0.330937,0.015961,0.613291655,0.431281484,-0.518376351,0.411285286,0.003871,-0.012317,0.008198,0.010098,0.016413,0.007579,0.000000,-0.000000,-9.810000,1.0,0,0.213433,1.760270,-0.975260,0.001047757,-0.000533224,-0.001166984,0.999998628
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66223907,1782981822725988350,2.045655,0.330933,0.015955,0.613307187,0.431278173,-0.518368000,0.411276122,0.003808,-0.012365,0.008221,0.010882,0.014711,0.006728,0.000000,-0.000000,-9.810000,1.0,0,0.213437,1.760257,-0.975251,0.001057895,-0.000517480,-0.001159548,0.999998634
646dcb30-e3d3-84a9-4e07-4ccad96d36ff,66224907,1782981822726988350,2.045640,0.330928,0.015948,0.613321721,0.431274485,-0.518361823,0.411266099,0.003738,-0.012589,0.008444,0.013336,0.014374,0.007307,0.000000,-0.000000,-9.810000,1.0,0,0.213442,1.760243,-0.975242,0.001069281,-0.000503372,-0.001153653,0.999998636
